c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_regionkey,c_comment
26640,Eve Customer 26640,26640 Main St,15,555-6812,98930.41,FURNITURE,0,Customer 26640 comment
26641,Charlie Customer 26641,26641 Main St,16,555-3557,74.4,MACHINERY,1,Customer 26641 comment
26642,Charlie Customer 26642,26642 Main St,17,555-3133,86789.91,AUTOMOBILE,2,Customer 26642 comment
26643,Eve Customer 26643,26643 Main St,18,555-1508,9586.02,HOUSEHOLD,3,Customer 26643 comment
26644,Henry Customer 26644,26644 Main St,19,555-6907,40403.62,MACHINERY,4,Customer 26644 comment
26645,Diana Customer 26645,26645 Main St,20,555-8473,24436.69,HOUSEHOLD,0,Customer 26645 comment
26646,Frank Customer 26646,26646 Main St,21,555-4610,4696.9,MACHINERY,1,Customer 26646 comment
26647,Grace Customer 26647,26647 Main St,22,555-7588,44330.83,BUILDING,2,Customer 26647 comment
26648,Diana Customer 26648,26648 Main St,23,555-7663,-857.67,AUTOMOBILE,3,Customer 26648 comment
26649,Grace Customer 26649,26649 Main St,24,555-7693,27076.84,BUILDING,4,Customer 26649 comment
26650,Diana Customer 26650,26650 Main St,0,555-6270,37327.49,HOUSEHOLD,0,Customer 26650 comment
26651,Henry Customer 26651,26651 Main St,1,555-5899,68848.96,HOUSEHOLD,1,Customer 26651 comment
26652,Bob Customer 26652,26652 Main St,2,555-3283,53976.15,AUTOMOBILE,2,Customer 26652 comment
26653,Alice Customer 26653,26653 Main St,3,555-5777,11775.99,BUILDING,3,Customer 26653 comment
26654,Diana Customer 26654,26654 Main St,4,555-1538,86627.74,BUILDING,4,Customer 26654 comment
26655,Charlie Customer 26655,26655 Main St,5,555-2177,77105.59,FURNITURE,0,Customer 26655 comment
26656,Frank Customer 26656,26656 Main St,6,555-1720,-6104.31,MACHINERY,1,Customer 26656 comment
26657,Jack Customer 26657,26657 Main St,7,555-3672,5199.55,MACHINERY,2,Customer 26657 comment
26658,Grace Customer 26658,26658 Main St,8,555-5442,-1588.04,MACHINERY,3,Customer 26658 comment
26659,Eve Customer 26659,26659 Main St,9,555-3490,56375.98,HOUSEHOLD,4,Customer 26659 comment
26660,Iris Customer 26660,26660 Main St,10,555-1525,31754.83,BUILDING,0,Customer 26660 comment
26661,Grace Customer 26661,26661 Main St,11,555-9507,74064.22,HOUSEHOLD,1,Customer 26661 comment
26662,Alice Customer 26662,26662 Main St,12,555-7279,80117.5,HOUSEHOLD,2,Customer 26662 comment
26663,Iris Customer 26663,26663 Main St,13,555-5381,16001.75,FURNITURE,3,Customer 26663 comment
26664,Jack Customer 26664,26664 Main St,14,555-6935,56267.88,MACHINERY,4,Customer 26664 comment
26665,Jack Customer 26665,26665 Main St,15,555-6810,46808.95,AUTOMOBILE,0,Customer 26665 comment
26666,Diana Customer 26666,26666 Main St,16,555-3460,80678.04,MACHINERY,1,Customer 26666 comment
26667,Bob Customer 26667,26667 Main St,17,555-2516,91652.22,MACHINERY,2,Customer 26667 comment
26668,Charlie Customer 26668,26668 Main St,18,555-8323,42196.99,BUILDING,3,Customer 26668 comment
26669,Iris Customer 26669,26669 Main St,19,555-1830,40373.79,HOUSEHOLD,4,Customer 26669 comment
26670,Eve Customer 26670,26670 Main St,20,555-9959,77746.4,FURNITURE,0,Customer 26670 comment
26671,Frank Customer 26671,26671 Main St,21,555-4167,98429.28,BUILDING,1,Customer 26671 comment
26672,Alice Customer 26672,26672 Main St,22,555-7471,37459.9,MACHINERY,2,Customer 26672 comment
26673,Bob Customer 26673,26673 Main St,23,555-3905,50940.03,BUILDING,3,Customer 26673 comment
26674,Grace Customer 26674,26674 Main St,24,555-5521,3448.16,AUTOMOBILE,4,Customer 26674 comment
26675,Alice Customer 26675,26675 Main St,0,555-7501,12491.54,FURNITURE,0,Customer 26675 comment
26676,Iris Customer 26676,26676 Main St,1,555-8474,96135.71,HOUSEHOLD,1,Customer 26676 comment
26677,Charlie Customer 26677,26677 Main St,2,555-2203,5688.61,FURNITURE,2,Customer 26677 comment
26678,Jack Customer 26678,26678 Main St,3,555-2433,94865.78,BUILDING,3,Customer 26678 comment
26679,Diana Customer 26679,26679 Main St,4,555-9986,79532.33,HOUSEHOLD,4,Customer 26679 comment
26680,Jack Customer 26680,26680 Main St,5,555-1447,29937.25,AUTOMOBILE,0,Customer 26680 comment
26681,Bob Customer 26681,26681 Main St,6,555-6536,99277.45,FURNITURE,1,Customer 26681 comment
26682,Henry Customer 26682,26682 Main St,7,555-5857,2344.13,AUTOMOBILE,2,Customer 26682 comment
26683,Charlie Customer 26683,26683 Main St,8,555-2338,24513.7,FURNITURE,3,Customer 26683 comment
26684,Grace Customer 26684,26684 Main St,9,555-2391,57535.79,HOUSEHOLD,4,Customer 26684 comment
26685,Iris Customer 26685,26685 Main St,10,555-8357,47932.0,FURNITURE,0,Customer 26685 comment
26686,Iris Customer 26686,26686 Main St,11,555-3168,93079.2,MACHINERY,1,Customer 26686 comment
26687,Diana Customer 26687,26687 Main St,12,555-6482,65594.01,AUTOMOBILE,2,Customer 26687 comment
26688,Diana Customer 26688,26688 Main St,13,555-3841,32706.82,BUILDING,3,Customer 26688 comment
26689,Alice Customer 26689,26689 Main St,14,555-3976,41567.22,BUILDING,4,Customer 26689 comment
26690,Diana Customer 26690,26690 Main St,15,555-2989,65995.97,FURNITURE,0,Customer 26690 comment
26691,Eve Customer 26691,26691 Main St,16,555-3583,27870.07,BUILDING,1,Customer 26691 comment
26692,Alice Customer 26692,26692 Main St,17,555-2793,64227.81,BUILDING,2,Customer 26692 comment
26693,Alice Customer 26693,26693 Main St,18,555-1153,74907.08,FURNITURE,3,Customer 26693 comment
26694,Diana Customer 26694,26694 Main St,19,555-8203,-4651.44,HOUSEHOLD,4,Customer 26694 comment
26695,Iris Customer 26695,26695 Main St,20,555-7252,64301.39,BUILDING,0,Customer 26695 comment
26696,Henry Customer 26696,26696 Main St,21,555-3102,68955.47,AUTOMOBILE,1,Customer 26696 comment
26697,Iris Customer 26697,26697 Main St,22,555-9448,13525.97,AUTOMOBILE,2,Customer 26697 comment
26698,Jack Customer 26698,26698 Main St,23,555-9674,17472.48,MACHINERY,3,Customer 26698 comment
26699,Eve Customer 26699,26699 Main St,24,555-7885,-1468.16,AUTOMOBILE,4,Customer 26699 comment
26700,Alice Customer 26700,26700 Main St,0,555-8559,-4123.25,AUTOMOBILE,0,Customer 26700 comment
26701,Bob Customer 26701,26701 Main St,1,555-9005,-2895.18,FURNITURE,1,Customer 26701 comment
26702,Henry Customer 26702,26702 Main St,2,555-7501,10101.78,AUTOMOBILE,2,Customer 26702 comment
26703,Henry Customer 26703,26703 Main St,3,555-7197,44460.42,MACHINERY,3,Customer 26703 comment
26704,Grace Customer 26704,26704 Main St,4,555-4610,67142.33,MACHINERY,4,Customer 26704 comment
26705,Diana Customer 26705,26705 Main St,5,555-8389,11981.7,AUTOMOBILE,0,Customer 26705 comment
26706,Frank Customer 26706,26706 Main St,6,555-5159,89917.37,AUTOMOBILE,1,Customer 26706 comment
26707,Eve Customer 26707,26707 Main St,7,555-1501,-2715.79,HOUSEHOLD,2,Customer 26707 comment
26708,Bob Customer 26708,26708 Main St,8,555-6912,58582.24,HOUSEHOLD,3,Customer 26708 comment
26709,Bob Customer 26709,26709 Main St,9,555-1141,94992.41,FURNITURE,4,Customer 26709 comment
26710,Grace Customer 26710,26710 Main St,10,555-9759,75300.95,MACHINERY,0,Customer 26710 comment
26711,Bob Customer 26711,26711 Main St,11,555-6401,81881.19,FURNITURE,1,Customer 26711 comment
26712,Frank Customer 26712,26712 Main St,12,555-4166,24761.04,BUILDING,2,Customer 26712 comment
26713,Diana Customer 26713,26713 Main St,13,555-6300,64373.12,HOUSEHOLD,3,Customer 26713 comment
26714,Charlie Customer 26714,26714 Main St,14,555-1976,40612.72,MACHINERY,4,Customer 26714 comment
26715,Henry Customer 26715,26715 Main St,15,555-9524,66276.81,HOUSEHOLD,0,Customer 26715 comment
26716,Jack Customer 26716,26716 Main St,16,555-7681,45879.47,AUTOMOBILE,1,Customer 26716 comment
26717,Henry Customer 26717,26717 Main St,17,555-6386,72322.02,HOUSEHOLD,2,Customer 26717 comment
26718,Eve Customer 26718,26718 Main St,18,555-7359,75373.31,AUTOMOBILE,3,Customer 26718 comment
26719,Diana Customer 26719,26719 Main St,19,555-5977,19305.9,MACHINERY,4,Customer 26719 comment
26720,Charlie Customer 26720,26720 Main St,20,555-3184,40620.19,MACHINERY,0,Customer 26720 comment
26721,Grace Customer 26721,26721 Main St,21,555-2344,74978.55,MACHINERY,1,Customer 26721 comment
26722,Alice Customer 26722,26722 Main St,22,555-6748,42486.86,HOUSEHOLD,2,Customer 26722 comment
26723,Bob Customer 26723,26723 Main St,23,555-1998,53730.62,AUTOMOBILE,3,Customer 26723 comment
26724,Eve Customer 26724,26724 Main St,24,555-4262,78866.14,AUTOMOBILE,4,Customer 26724 comment
26725,Jack Customer 26725,26725 Main St,0,555-7858,36184.4,AUTOMOBILE,0,Customer 26725 comment
26726,Bob Customer 26726,26726 Main St,1,555-3513,2861.95,HOUSEHOLD,1,Customer 26726 comment
26727,Frank Customer 26727,26727 Main St,2,555-2840,47995.17,BUILDING,2,Customer 26727 comment
26728,Grace Customer 26728,26728 Main St,3,555-5333,74307.14,BUILDING,3,Customer 26728 comment
26729,Alice Customer 26729,26729 Main St,4,555-1841,56528.83,BUILDING,4,Customer 26729 comment
26730,Jack Customer 26730,26730 Main St,5,555-9829,39057.08,HOUSEHOLD,0,Customer 26730 comment
26731,Grace Customer 26731,26731 Main St,6,555-8226,7412.76,BUILDING,1,Customer 26731 comment
26732,Jack Customer 26732,26732 Main St,7,555-7036,39639.4,HOUSEHOLD,2,Customer 26732 comment
26733,Bob Customer 26733,26733 Main St,8,555-1348,932.39,BUILDING,3,Customer 26733 comment
26734,Diana Customer 26734,26734 Main St,9,555-7052,17297.18,BUILDING,4,Customer 26734 comment
26735,Eve Customer 26735,26735 Main St,10,555-9625,18378.18,MACHINERY,0,Customer 26735 comment
26736,Jack Customer 26736,26736 Main St,11,555-9165,79629.26,AUTOMOBILE,1,Customer 26736 comment
26737,Jack Customer 26737,26737 Main St,12,555-8897,3689.3,MACHINERY,2,Customer 26737 comment
26738,Eve Customer 26738,26738 Main St,13,555-8948,58243.98,HOUSEHOLD,3,Customer 26738 comment
26739,Alice Customer 26739,26739 Main St,14,555-9073,21357.03,AUTOMOBILE,4,Customer 26739 comment
26740,Diana Customer 26740,26740 Main St,15,555-6917,-6026.66,HOUSEHOLD,0,Customer 26740 comment
26741,Bob Customer 26741,26741 Main St,16,555-4179,59093.85,AUTOMOBILE,1,Customer 26741 comment
26742,Alice Customer 26742,26742 Main St,17,555-4059,77785.48,AUTOMOBILE,2,Customer 26742 comment
26743,Jack Customer 26743,26743 Main St,18,555-3630,67976.9,HOUSEHOLD,3,Customer 26743 comment
26744,Bob Customer 26744,26744 Main St,19,555-5869,52454.47,MACHINERY,4,Customer 26744 comment
26745,Diana Customer 26745,26745 Main St,20,555-4512,94910.21,BUILDING,0,Customer 26745 comment
26746,Grace Customer 26746,26746 Main St,21,555-1366,-8579.13,HOUSEHOLD,1,Customer 26746 comment
26747,Grace Customer 26747,26747 Main St,22,555-3555,-225.34,HOUSEHOLD,2,Customer 26747 comment
26748,Eve Customer 26748,26748 Main St,23,555-9848,-6299.93,HOUSEHOLD,3,Customer 26748 comment
26749,Grace Customer 26749,26749 Main St,24,555-2738,61801.79,HOUSEHOLD,4,Customer 26749 comment
26750,Frank Customer 26750,26750 Main St,0,555-7200,16476.46,AUTOMOBILE,0,Customer 26750 comment
26751,Iris Customer 26751,26751 Main St,1,555-7725,27567.98,MACHINERY,1,Customer 26751 comment
26752,Alice Customer 26752,26752 Main St,2,555-5206,81381.72,HOUSEHOLD,2,Customer 26752 comment
26753,Grace Customer 26753,26753 Main St,3,555-2856,7749.94,BUILDING,3,Customer 26753 comment
26754,Grace Customer 26754,26754 Main St,4,555-6399,99475.29,HOUSEHOLD,4,Customer 26754 comment
26755,Charlie Customer 26755,26755 Main St,5,555-9867,9843.64,BUILDING,0,Customer 26755 comment
26756,Diana Customer 26756,26756 Main St,6,555-6777,95671.75,BUILDING,1,Customer 26756 comment
26757,Grace Customer 26757,26757 Main St,7,555-2727,11318.38,FURNITURE,2,Customer 26757 comment
26758,Henry Customer 26758,26758 Main St,8,555-1252,91935.97,HOUSEHOLD,3,Customer 26758 comment
26759,Eve Customer 26759,26759 Main St,9,555-9985,8769.24,HOUSEHOLD,4,Customer 26759 comment
26760,Charlie Customer 26760,26760 Main St,10,555-9574,18215.67,HOUSEHOLD,0,Customer 26760 comment
26761,Diana Customer 26761,26761 Main St,11,555-6607,-8981.81,MACHINERY,1,Customer 26761 comment
26762,Jack Customer 26762,26762 Main St,12,555-4710,56364.08,AUTOMOBILE,2,Customer 26762 comment
26763,Diana Customer 26763,26763 Main St,13,555-8062,1162.81,HOUSEHOLD,3,Customer 26763 comment
26764,Alice Customer 26764,26764 Main St,14,555-8532,9863.15,MACHINERY,4,Customer 26764 comment
26765,Henry Customer 26765,26765 Main St,15,555-2150,35317.77,FURNITURE,0,Customer 26765 comment
26766,Grace Customer 26766,26766 Main St,16,555-3510,31566.22,MACHINERY,1,Customer 26766 comment
26767,Frank Customer 26767,26767 Main St,17,555-8863,91364.4,BUILDING,2,Customer 26767 comment
26768,Grace Customer 26768,26768 Main St,18,555-7042,40637.42,FURNITURE,3,Customer 26768 comment
26769,Frank Customer 26769,26769 Main St,19,555-9397,-7587.22,HOUSEHOLD,4,Customer 26769 comment
26770,Charlie Customer 26770,26770 Main St,20,555-5537,-4925.9,AUTOMOBILE,0,Customer 26770 comment
26771,Bob Customer 26771,26771 Main St,21,555-1524,-930.14,HOUSEHOLD,1,Customer 26771 comment
26772,Charlie Customer 26772,26772 Main St,22,555-4120,69771.35,BUILDING,2,Customer 26772 comment
26773,Charlie Customer 26773,26773 Main St,23,555-7885,94919.24,HOUSEHOLD,3,Customer 26773 comment
26774,Bob Customer 26774,26774 Main St,24,555-2891,30177.32,AUTOMOBILE,4,Customer 26774 comment
26775,Grace Customer 26775,26775 Main St,0,555-6575,7430.09,BUILDING,0,Customer 26775 comment
26776,Diana Customer 26776,26776 Main St,1,555-8135,27883.51,AUTOMOBILE,1,Customer 26776 comment
26777,Eve Customer 26777,26777 Main St,2,555-4420,52486.33,FURNITURE,2,Customer 26777 comment
26778,Diana Customer 26778,26778 Main St,3,555-6448,37031.38,HOUSEHOLD,3,Customer 26778 comment
26779,Eve Customer 26779,26779 Main St,4,555-1326,97993.21,MACHINERY,4,Customer 26779 comment
26780,Frank Customer 26780,26780 Main St,5,555-9830,31833.6,FURNITURE,0,Customer 26780 comment
26781,Iris Customer 26781,26781 Main St,6,555-5102,74433.72,FURNITURE,1,Customer 26781 comment
26782,Iris Customer 26782,26782 Main St,7,555-2920,23785.18,HOUSEHOLD,2,Customer 26782 comment
26783,Bob Customer 26783,26783 Main St,8,555-9256,77569.64,AUTOMOBILE,3,Customer 26783 comment
26784,Eve Customer 26784,26784 Main St,9,555-4367,91166.01,MACHINERY,4,Customer 26784 comment
26785,Frank Customer 26785,26785 Main St,10,555-1571,-5171.5,MACHINERY,0,Customer 26785 comment
26786,Grace Customer 26786,26786 Main St,11,555-3575,8316.45,MACHINERY,1,Customer 26786 comment
26787,Bob Customer 26787,26787 Main St,12,555-3541,1736.26,AUTOMOBILE,2,Customer 26787 comment
26788,Alice Customer 26788,26788 Main St,13,555-9009,23466.16,AUTOMOBILE,3,Customer 26788 comment
26789,Bob Customer 26789,26789 Main St,14,555-1911,27601.1,HOUSEHOLD,4,Customer 26789 comment
26790,Alice Customer 26790,26790 Main St,15,555-2947,75628.68,BUILDING,0,Customer 26790 comment
26791,Grace Customer 26791,26791 Main St,16,555-5368,30674.65,FURNITURE,1,Customer 26791 comment
26792,Bob Customer 26792,26792 Main St,17,555-2542,68144.93,FURNITURE,2,Customer 26792 comment
26793,Bob Customer 26793,26793 Main St,18,555-8340,13622.77,HOUSEHOLD,3,Customer 26793 comment
26794,Eve Customer 26794,26794 Main St,19,555-2388,60982.36,FURNITURE,4,Customer 26794 comment
26795,Alice Customer 26795,26795 Main St,20,555-4065,97510.92,AUTOMOBILE,0,Customer 26795 comment
26796,Henry Customer 26796,26796 Main St,21,555-9923,14623.94,BUILDING,1,Customer 26796 comment
26797,Bob Customer 26797,26797 Main St,22,555-7373,53201.89,AUTOMOBILE,2,Customer 26797 comment
26798,Diana Customer 26798,26798 Main St,23,555-6982,70569.64,HOUSEHOLD,3,Customer 26798 comment
26799,Diana Customer 26799,26799 Main St,24,555-3799,62138.63,BUILDING,4,Customer 26799 comment
26800,Jack Customer 26800,26800 Main St,0,555-1918,98840.93,AUTOMOBILE,0,Customer 26800 comment
26801,Eve Customer 26801,26801 Main St,1,555-2018,71158.39,MACHINERY,1,Customer 26801 comment
26802,Charlie Customer 26802,26802 Main St,2,555-2762,4611.38,HOUSEHOLD,2,Customer 26802 comment
26803,Henry Customer 26803,26803 Main St,3,555-6270,22099.64,AUTOMOBILE,3,Customer 26803 comment
26804,Henry Customer 26804,26804 Main St,4,555-1017,9327.67,HOUSEHOLD,4,Customer 26804 comment
26805,Eve Customer 26805,26805 Main St,5,555-6319,27617.28,FURNITURE,0,Customer 26805 comment
26806,Grace Customer 26806,26806 Main St,6,555-4227,86263.43,HOUSEHOLD,1,Customer 26806 comment
26807,Alice Customer 26807,26807 Main St,7,555-5768,73907.98,AUTOMOBILE,2,Customer 26807 comment
26808,Bob Customer 26808,26808 Main St,8,555-7973,51268.85,BUILDING,3,Customer 26808 comment
26809,Henry Customer 26809,26809 Main St,9,555-8217,47444.56,AUTOMOBILE,4,Customer 26809 comment
26810,Henry Customer 26810,26810 Main St,10,555-6443,17353.95,BUILDING,0,Customer 26810 comment
26811,Grace Customer 26811,26811 Main St,11,555-2627,80834.48,FURNITURE,1,Customer 26811 comment
26812,Bob Customer 26812,26812 Main St,12,555-3690,67549.73,BUILDING,2,Customer 26812 comment
26813,Diana Customer 26813,26813 Main St,13,555-4608,52293.64,FURNITURE,3,Customer 26813 comment
26814,Frank Customer 26814,26814 Main St,14,555-1527,7876.71,FURNITURE,4,Customer 26814 comment
26815,Frank Customer 26815,26815 Main St,15,555-4876,1726.14,FURNITURE,0,Customer 26815 comment
26816,Jack Customer 26816,26816 Main St,16,555-8760,22702.98,MACHINERY,1,Customer 26816 comment
26817,Iris Customer 26817,26817 Main St,17,555-8135,77284.19,MACHINERY,2,Customer 26817 comment
26818,Eve Customer 26818,26818 Main St,18,555-4261,57303.29,AUTOMOBILE,3,Customer 26818 comment
26819,Charlie Customer 26819,26819 Main St,19,555-7564,-2255.93,FURNITURE,4,Customer 26819 comment
26820,Frank Customer 26820,26820 Main St,20,555-1911,55967.55,FURNITURE,0,Customer 26820 comment
26821,Eve Customer 26821,26821 Main St,21,555-1052,47873.91,AUTOMOBILE,1,Customer 26821 comment
26822,Eve Customer 26822,26822 Main St,22,555-6711,-1706.03,HOUSEHOLD,2,Customer 26822 comment
26823,Bob Customer 26823,26823 Main St,23,555-6258,83400.5,MACHINERY,3,Customer 26823 comment
26824,Alice Customer 26824,26824 Main St,24,555-6568,8912.1,AUTOMOBILE,4,Customer 26824 comment
26825,Grace Customer 26825,26825 Main St,0,555-4016,38720.13,AUTOMOBILE,0,Customer 26825 comment
26826,Charlie Customer 26826,26826 Main St,1,555-6283,51849.67,AUTOMOBILE,1,Customer 26826 comment
26827,Jack Customer 26827,26827 Main St,2,555-7822,16539.44,FURNITURE,2,Customer 26827 comment
26828,Alice Customer 26828,26828 Main St,3,555-3548,99982.67,HOUSEHOLD,3,Customer 26828 comment
26829,Iris Customer 26829,26829 Main St,4,555-4532,64873.67,FURNITURE,4,Customer 26829 comment
26830,Frank Customer 26830,26830 Main St,5,555-8860,82905.11,HOUSEHOLD,0,Customer 26830 comment
26831,Henry Customer 26831,26831 Main St,6,555-5311,39781.51,FURNITURE,1,Customer 26831 comment
26832,Charlie Customer 26832,26832 Main St,7,555-9606,33850.3,AUTOMOBILE,2,Customer 26832 comment
26833,Iris Customer 26833,26833 Main St,8,555-5248,12212.5,FURNITURE,3,Customer 26833 comment
26834,Henry Customer 26834,26834 Main St,9,555-7917,-16.26,BUILDING,4,Customer 26834 comment
26835,Eve Customer 26835,26835 Main St,10,555-4710,18962.22,HOUSEHOLD,0,Customer 26835 comment
26836,Diana Customer 26836,26836 Main St,11,555-4897,30926.34,MACHINERY,1,Customer 26836 comment
26837,Iris Customer 26837,26837 Main St,12,555-8862,64238.96,FURNITURE,2,Customer 26837 comment
26838,Eve Customer 26838,26838 Main St,13,555-5142,36634.05,HOUSEHOLD,3,Customer 26838 comment
26839,Henry Customer 26839,26839 Main St,14,555-3030,39342.77,HOUSEHOLD,4,Customer 26839 comment
26840,Alice Customer 26840,26840 Main St,15,555-6326,84104.97,AUTOMOBILE,0,Customer 26840 comment
26841,Jack Customer 26841,26841 Main St,16,555-9900,-9311.1,BUILDING,1,Customer 26841 comment
26842,Henry Customer 26842,26842 Main St,17,555-7915,67548.51,AUTOMOBILE,2,Customer 26842 comment
